vehicle,generation,ecu,role,diag_addr,did,service,service_type,job_arg,description_en,description_de,n_result_fields,n_arg_fields,single_result_type,single_result_unit,sources,only_in_2012_sgbd
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD7C,22,read,GW_INFO,Warranty data,Gewährleistungsdaten,26,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD7D,22,read,STROMGRENZEN,Current limits,Stromgrenzen,2,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD7E,22,read,SPANNUNGSGRENZEN,Voltage limits,Spannungsgrenzen,2,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD8E,22,read,HVB_HISTORIE_ZYKLEN,Output of the sum of cyclizations in the respective range during charging/discharging and output of the current loads,Ausgabe der Summe von Zyklisierungen im jeweiligen Bereich bei der Ladung / Entladung und Ausgabe der Strombelastungen,28,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD90,22,read,ZEIT_TEMP_HISTOGRAMM,Time in various temperature classes and main contactor states,Zeit in verschiedenen Temperaturklasse und Hauptschalterzuständen,20,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD91,22,read,ZEIT_SOC_KLASSE,Time since installation in SOC classes,Zeit seit Einbau in SOC-Klassen,10,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD94,22,read,HV_BATT_HIST_SOC_T1,Number of cycles at temperature T < 10°C  and at different values of current and SoC,Anzahl der Zyklen bei Temperatur T < 10°C  und bei unterschiedlichen Werten von Strom und SoC,70,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD95,22,read,HV_BATT_HIST_SOC_T2,Number of cycles at temperature 10°C < T < 20°C and at different values of current and SoC,Anzahl der Zyklen bei Temperatur 10°C < T < 20°C und bei unterschiedlichen Werten von Strom und SoC,70,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD96,22,read,HV_BATT_HIST_SOC_T3,Number of cycles at temperature 20°C < T < 30°C and at different values of current and SoC.,Anzahl der Zyklen bei Temperatur 20°C < T < 30°C und bei unterschiedlichen Werten von Strom und SoC.,70,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD97,22,read,HV_BATT_HIST_SOC_T4,Number of cycles at temperature 30°C < T < 35°C and at different values of current and SoC,Anzahl der Zyklen bei Temperatur 30°C < T < 35°C und bei unterschiedlichen Werten von Strom und SoC,70,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD98,22,read,HV_BATT_HIST_SOC_T5,Number of cycles at temperature 35°C < T < 40°C and at different values of current and SoC.,Anzahl der Zyklen bei Temperatur 35°C < T < 40°C und bei unterschiedlichen Werten von Strom und SoC.,70,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD99,22,read,HV_BATT_HIST_SOC_T6,Number of cycles at temperature 40°C < T < 45°C and at different values of current and SoC,Anzahl der Zyklen bei Temperatur 40°C < T < 45°C und bei unterschiedlichen Werten von Strom und SoC,70,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD9A,22,read,HV_BATT_HIST_SOC_T7,Number of cycles at temperature T > 45°C and at different values of current and SoC,Anzahl der Zyklen bei Temperatur T > 45°C und bei unterschiedlichen Werten von Strom und SoC,70,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD9B,22,read,ZELLSPANNUNG_MODUL_9,"Currently measured cell voltages, module 9",aktuell gemessene Zellspannungen Modul 9,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD9C,22,read,ZELLSPANNUNG_MODUL_10,"Currently measured cell voltages, module 10",aktuell gemessene Zellspannungen Modul 10,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD9D,22,read,ZELLSPANNUNG_MODUL_11,"Currently measured cell voltages, module 11",aktuell gemessene Zellspannungen Modul 11,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD9E,22,read,ZELLSPANNUNG_MODUL_12,"Currently measured cell voltages, module 12",aktuell gemessene Zellspannungen Modul 12,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDD9F,22,read,FAHRGESTELLNUMMER,Current chassis number (VIN) of the vehicle in which the HV battery (storage) is installed,"aktuelle Fahrgestellnummer des Fahrzeugs, in dem der Hochvoltspeicher verbaut ist",1,0,string[7],,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA1,2E;22,read/write,KUEHLMITTELPUMPE,Result values or control of the coolant pump for cooling the HV battery in % (0-100%),Resultwerte oder Steuerung der Kühlmittelpumpe für die Kühlung des Hochvoltspeichers in % (0-100%),1,2,unsigned char,%,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA2,22,read,TEMP_SENSOREN_BEV10,Return the temperature values of all CSCs,Rückgabe der Temperaturwerte aller CSCs,52,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA3,22,read,ZELLSPANNUNG_MODUL_13,"Currently measured cell voltages, module 13",aktuell gemessene Zellspannungen Modul 13,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA5,2E;22,read/write,FREIGABE_KUEHLMITTELPUMPE,"Enable or read out status of the coolant pump (0 = not enabled, 1 = enabled)","Freigeben oder Auslesen Status der Kühlmittelpumpe (0 = nicht freigegeben, 1 = freigegeben)",1,1,unsigned char,0/1,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA6,22,read,SCHUETZ_SCHALTER_BEV10,"Status of the three contactor switches for the 3 HV batteries: transmission tunnel, front section, tank","Status der drei Schützeschalter für die 3 HV-Batterien Getriebetunnel, Vorderbau, Tank",3,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA7,22,read,ISOLATIONSWIDERSTAND_BEV10,Value of all insulation resistances (all HV batteries),Wert aller Isolationswiderstände (alle HV-Batterien),12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA8,22,read,CSC_IDS_BEV10,HW numbers of all CSCs (Cell Supervisory Circuit) of the BEV2010,HW Nummern aller CSCs (Cell Supervisory Circuit) vom BEV2010,13,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDA9,22,read,KUEHLKREISLAUF_TEMP_BEV10,Coolant circuit temperature BEV2010,Temperatur Kühlkreislauf BEV2010,3,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDAA,22,read,HV_SPANNUNG_BATT_BEV10,Values for HV voltages for the BEV2010,Werte für HV-Spannungen beim BEV2010,14,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDAD,22,read,VARIANTE_CSCS_BEV10,Return the CSC variant of all modules,Rückgabe der CSC Variante aller Module,13,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDAE,22,read,ZELLSPANNUNG_MODUL_4,"Currently measured cell voltages, module 4",aktuell gemessene Zellspannungen Modul 4,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDAF,22,read,ZELLSPANNUNG_MODUL_5,"Currently measured cell voltages, module 5",aktuell gemessene Zellspannungen Modul 5,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDB0,22,read,ZELLSPANNUNG_MODUL_6,"Currently measured cell voltages, module 6",aktuell gemessene Zellspannungen Modul 6,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDB1,22,read,ZELLSPANNUNG_MODUL_7,"Currently measured cell voltages, module 7",aktuell gemessene Zellspannungen Modul 7,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDB2,22,read,ZELLSPANNUNG_MODUL_8,"Currently measured cell voltages, module 8",aktuell gemessene Zellspannungen Modul 8,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDB6,22,read,ALTERUNG_INNENWIDERSTAND,"Resistance increase: resistance increased by x %, percentage value: (R_akt / R_neu - 1) * 100, 0 = end of life reached, 100 = new condition","Widerstandserhöhung: Widerstand um x % erhöht, prozentualer Wert: (R_akt / R_neu - 1) *100, 0 = Lebensdauerende erreicht, 100 = Neuzustand",1,0,unsigned int,%,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDB7,22,read,ALTERUNG_KAPAZITAET,"Remaining capacity of the battery (storage), percentage value: ( C_akt/C_nenn(neu) ) * 100, 0 = end of life reached, 100 = new condition","Restkapazität des Speichers, prozentualer Wert: ( C_akt/C_nenn(neu) ) * 100, 0 = Lebensdauerende erreicht, 100 = Neuzustand",1,0,unsigned int,%,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDB9,22,read,ZELLSPANNUNG_MODUL_1,"Currently measured cell voltages in V, module 1",aktuell gemessene Zellspannungen in V Modul 1,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDBA,22,read,ZELLSPANNUNG_MODUL_2,"Currently measured cell voltages, module 2",aktuell gemessene Zellspannungen Modul 2,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDBB,22,read,ZELLSPANNUNG_MODUL_3,"Currently measured cell voltages in V, module 3",aktuell gemessene Zellspannungen in V Modul 3,12,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDBC,22,read,ANZEIGE_SOC,current advertisement Soc,aktueller Anzeige Soc,3,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDBD,22,read,SERVICE_DISCONNECT,"Status of the service disconnect (0 = open, 1 = closed)","Status des Service Disconnects (0 = offen,1 = geschlossen)",1,0,unsigned char,0/1,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDBE,22,read,VORLADUNG,"Info about time, current and temperatures during pre-charging","Info über Zeit, Strom und Temperaturen bei Vorladung",15,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDBF,22,read,ZELLSPANNUNGEN_MIN_MAX,minimum and maximum single cell voltages are output,minimale und maximale Einzelzellspannungen werden ausgegeben,2,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDC0,22,read,TEMPSENSOREN_MIN_MAX,Output of the minimum and maximum temperature values of all individual cells,Ausgabe der minimalen und maximalen Temperaturwerte aller Einzelzellen,2,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDC2,22,read,ALTERUNG_PARAMETER,Aging values of the series/parallel ohmic resistance and the parallel capacitance,Alterungswerte des seriellen/parallelen ohmschen Widerstandes und der parallelen Kapazität,6,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDC4,22,read,SOC,Read out SOC value (in%) and plausibility or specification of the SOC value (0-100%),Auslesen SOC Wert (in %) und Plausibilität oder Vorgabe des SOC Werts (0-100%),2,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDC6,22,read,HISTO_SYM_DAUER,Read the number of cell balancing events in the respective time classes (target time during which the balancing resistors are to be switched active).,Auslesen der Anzahl von Symmetriervorgängen in den jeweiligen Zeitklassen (Soll-Zeit in der die Symmetrierwiderstände aktiv geschaltet werden sollen).,8,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDC8,22,read,SYM_DELTASOC,Maximum SoC difference in% over the entire HVS. Ring memory of the last 5 trips,Maximale SoC-Differenz in % über den gesamten HVS. Ringspeicher der letzten 5 Fahrten,5,0,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xDDCA,22,read,SERIENNUMMER_ECU,Serial number SME ECU,Seriennummer SME Steuergerät,1,0,string[10],,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0xF190,22,read,VIN,Chassis number,Fahrgestellnummer,1,0,string[17],,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6500,2E,write,_SOC_GRENZEN,State of charge limit values,State of Charge Grenzwerte,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6501,2E,write,_ISOLATION,Insulation monitoring,Isolationsüberwachung,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6502,2E,write,_UEBERLAST_SCHWELLE,Charge and discharge current limits,Lade- und Entladestromgrenzen,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6503,2E,write,_KURZSCHLUSS_STROMGRENZE,Short circuit current limit,Kurzschluss Stromgrenze,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6504,2E,write,_LADE_SPANNUNGSGRENZE,Load voltage limit,Lade Spannungsgrenze,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6506,2E,write,_SCHUETZ_K1,K1 contactor,K1 Schütz,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6507,2E,write,_SCHUETZ_K2,K2 contactor,K2 Schütz,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6508,2E,write,_SCHUETZ_K3,K3 contactor,K3 Schütz,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6509,2E,write,_SERIENNUMMER,HV battery (storage) serial number,Speicherseriennummer,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x650B,2E,write,_ENTLADE_SPANNUNGSGRENZE,Discharge voltage limit,Entlade-Spannungsgrenze,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x650C,2E,write,_SCHUETZ_K4,K4 contactor,K4 Schütz,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x650D,2E,write,_SCHUETZ_K5,K5 contactor,K5 Schütz,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x650E,2E,write,_SCHUETZ_K6,K6 contactor,K6 Schütz,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x650F,2E,write,_SCHUETZ_K7,K7 contactor,K7 Schütz,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6514,2E,write,_FUSI_ENTPRELLZEITEN,Increase debounce times for FuSi level 2 (functional safety) functions,Entprellzeiten für FuSi-Ebene2-Funktionen hochsetzen,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6518,2E,write,_CSC_INDIZIERUNG_BEV_10,CSC indexing for BEV-10,CSC-Indizierung beim BEV-10,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x6519,2E,write,_CSC_STANDBY,Put CSCs in standby mode,CSCs in Standby-Mode setzen,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SME,HV battery management (master),,0x651B,2E,write,_ANFORDERUNG_SCHUETZE_SCHLIESSEN,Close contactor,Schütze schließen,0,2,,,SME_82.prg rev 1.1 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6500,2E,write,_SOC_GRENZEN,State of charge limit values,State of Charge Grenzwerte,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6501,2E,write,_ISOLATION,Insulation monitoring,Isolationsüberwachung,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6502,2E,write,_UEBERLAST_SCHWELLE,Charge and discharge current limits,Lade- und Entladestromgrenzen,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6503,2E,write,_KURZSCHLUSS_STROMGRENZE,Short circuit current limit,Kurzschluss Stromgrenze,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6504,2E,write,_LADE_SPANNUNGSGRENZE,Load voltage limit,Lade Spannungsgrenze,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6506,2E,write,_SCHUETZ_K1,K1 contactor,K1 Schütz,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6507,2E,write,_SCHUETZ_K2,K2 contactor,K2 Schütz,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6508,2E,write,_SCHUETZ_K3,K3 contactor,K3 Schütz,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6509,2E,write,_SERIENNUMMER,HV battery (storage) serial number,Speicherseriennummer,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x650B,2E,write,_ENTLADE_SPANNUNGSGRENZE,Discharge voltage limit,Entlade-Spannungsgrenze,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x650C,2E,write,_SCHUETZ_K4,K4 contactor,K4 Schütz,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x650D,2E,write,_SCHUETZ_K5,K5 contactor,K5 Schütz,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x650E,2E,write,_SCHUETZ_K6,K6 contactor,K6 Schütz,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x650F,2E,write,_SCHUETZ_K7,K7 contactor,K7 Schütz,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6511,2E,write,_SYM_MODUS,Symmetry mode of the SEM,Symmetriemodus der SEM,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6512,2E,write,_MESSBOTSCHAFTEN,Switch measurement messages on / off,Messbotschaften ein/ausschalten,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6514,2E,write,_FUSI_ENTPRELLZEITEN,Increase debounce times for FuSi level 2 (functional safety) functions,Entprellzeiten für FuSi-Ebene2-Funktionen hochsetzen,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6516,22,read,_ST_SYM_MODUS,Status of the SME cell balancing mode,Status Symmetriermodus der SME,1,0,unsigned char,0-n,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6518,2E,write,_CSC_INDIZIERUNG_BEV_10,CSC indexing for BEV-10,CSC-Indizierung beim BEV-10,0,1,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x6519,2E,write,_CSC_STANDBY,Put CSCs in standby mode,CSCs in Standby-Mode setzen,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0x651B,2E,write,_ANFORDERUNG_SCHUETZE_SCHLIESSEN,Close contactor,Schütze schließen,0,2,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xAD61,31,routine,ISOLATION,Isolation test result,Ergebnis Isolationstest,2,0,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xDD61,2E;22,read/write,SCHUETZ_FREIGABE,Writes or reads the bit to enable or disable the contactor switch. Job is clamp-safe,Schreibt bzw. liest das Bit zur Freigabe oder Sperrung der Schützschalter. Job ist Klemmensicher,1,1,unsigned char,0-n,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xDD62,22,read,HV_STROM_MAX,Maximum HV current,maximaler HV Strom,2,0,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xDD63,22,read,SCHUETZSCHALTUNGEN_ANZAHL,Number of switchings of the contactor switch (currentless and under load),Anzahl der Schaltungen der Schützschalter (stromlos und unter Last),1,0,unsigned long,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xDD64,22,read,HVIL,Disturb/disable the interlock generator in the BMS / HVIL test result,Stören/Abschalten des Interlockgenerators im BMS / Ergebnis HVIL-Prüfung,1,0,unsigned char,0-n,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xDD65,22,read,SOC_MIN_MAX,Min/max values of the SOC,Min-/Maxwerte des SOC,2,0,,,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xDD66,22,read,HV_SPANNUNG,HV voltage of the DC link before the contactors,HV-Spannung des Zwischenkreises vor den Schützen,1,0,unsigned int,V,SMES1_82.prg rev 1.0 (2011),
"BMW ActiveE (E82, ""BEV10"")",Gen1 BEV (2011-2013),SMES1,HV battery management slave 1,,0xDD67,22,read,ANZAHL_KUEHLANFORDERUNG_DRINGEND,Counter describing how often a higher temperature state was reached in consecutive terminal cycles. (Maximum value),Zähler beschreibt wie häufig in aufeinanderfolgenden Klemmenzyklen in einen höheren Temperaturzustand gefahren wurde. (Maximalwert),1,0,unsigned char,,SMES1_82.prg rev 1.0 (2011),
