vehicle,ecu,did,service,job_arg,direction,routine_phase,idx,byte_offset,name,type,unit,mul,div,add,mask,min,max,value_table,description_en,description_de
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,10,40,STAT_SUM_OF_SOC_DISCHARGE_1_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 1 (0% < x < 0.5%),Summe Zyklisierungen Entladen Klasse 1 (0% < x < 0.5%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,11,44,STAT_SUM_OF_SOC_DISCHARGE_2_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 2 (0.5% <= x < 1.0%),Summe Zyklisierungen Entladen Klasse 2 (0.5% <= x < 1.0%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,12,48,STAT_SUM_OF_SOC_DISCHARGE_3_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 3 (1.0% <= x < 1.5%),Summe Zyklisierungen Entladen Klasse 3 (1.0% <= x < 1.5%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,13,52,STAT_SUM_OF_SOC_DISCHARGE_4_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 4 (1.5% <= x < 2.0%),Summe Zyklisierungen Entladen Klasse 4 (1.5% <= x < 2.0%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,14,56,STAT_SUM_OF_SOC_DISCHARGE_5_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 5 (2.0% <= x < 2.5%),Summe Zyklisierungen Entladen Klasse 5 (2.0% <= x < 2.5%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,15,60,STAT_SUM_OF_SOC_DISCHARGE_6_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 6 (2.5% <= x < 3.0%),Summe Zyklisierungen Entladen Klasse 6 (2.5% <= x < 3.0%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,16,64,STAT_SUM_OF_SOC_DISCHARGE_7_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 7 (3% <= x < 5%),Summe Zyklisierungen Entladen Klasse 7 (3% <= x < 5%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,17,68,STAT_SUM_OF_SOC_DISCHARGE_8_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 8 (5% <= x < 10%),Summe Zyklisierungen Entladen Klasse 8 (5% <= x < 10%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,18,72,STAT_SUM_OF_SOC_DISCHARGE_9_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 9 (10% <= x < 15%),Summe Zyklisierungen Entladen Klasse 9 (10% <= x < 15%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,19,76,STAT_SUM_OF_SOC_DISCHARGE_10_WERT,unsigned long,,1.0,1.0,0.0,,,,,Total discharge cycling class 10 (15% <= x < 20%),Summe Zyklisierungen Entladen Klasse 10 (15% <= x < 20%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,20,80,STAT_I_HISTO_KL_MIN160A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery discharge current greater than 160A,Dauer HV-Batterie-Entladestrom grösser 160A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,21,84,STAT_I_HISTO_GRGL_MIN160A_KL_MIN80A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery discharge current greater than 80A and less than or equal to 160A,Dauer HV-Batterie-Entladestrom grösser 80A und kleiner gleich 160A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,22,88,STAT_I_HISTO_GRGL_MIN80A_KL_MIN5A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery discharge current greater than 5A and less than or equal to 80A,Dauer HV-Batterie-Entladestrom grösser 5A und kleiner gleich 80A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,23,92,STAT_I_HISTO_GRGL_MIN5A_KL_0A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery discharge current greater than 0A and less than or equal to 5A,Dauer HV-Batterie-Entladestrom grösser 0A und kleiner gleich 5A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,24,96,STAT_I_HISTO_GRGL_0A_KL_5A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery charge current greater than 0A and less than or equal to 5A,Dauer HV-Batterie-Ladestrom grösser 0A und kleiner gleich 5A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,25,100,STAT_I_HISTO_GRGL_5A_KL_80A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery charge current greater than 5A and less than or equal to 80A,Dauer HV-Batterie-Ladestrom grösser 5A und kleiner gleich 80A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,26,104,STAT_I_HISTO_GRGL_80A_KL_160A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery charge current greater than 80A and less than 160A,Dauer HV-Batterie-Ladestrom grösser 80A und kleiner 160A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD8E,22,HVB_HISTORIE_ZYKLEN,result,,27,108,STAT_I_HISTO_GRGL_160A_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Duration of HV battery charge current greater than or equal to 160A,Dauer HV-Batterie-Ladestrom grösser gleich 160A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,0,0,STAT_ZEIT_TEMP_TOTAL_1_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class < 0°C with main contactors open and closed,Zeit in Temperaturklasse < 0°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,1,4,STAT_ZEIT_TEMP_TOTAL_2_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 0°C to 10°C with main contactors open and closed,Zeit in Temperaturklasse 0°C bis 10°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,2,8,STAT_ZEIT_TEMP_TOTAL_3_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 10°C to 20°C with main contactors open and closed,Zeit in Temperaturklasse 10°C bis 20°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,3,12,STAT_ZEIT_TEMP_TOTAL_4_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 20°C to 30°C with main contactors open and closed,Zeit in Temperaturklasse 20°C bis 30°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,4,16,STAT_ZEIT_TEMP_TOTAL_5_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 30°C to 35°C with main contactors open and closed,Zeit in Temperaturklasse 30°C bis 35°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,5,20,STAT_ZEIT_TEMP_TOTAL_6_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 35°C to 40°C with main contactors open and closed,Zeit in Temperaturklasse 35°C bis 40°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,6,24,STAT_ZEIT_TEMP_TOTAL_7_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 40°C to 45°C with main contactors open and closed,Zeit in Temperaturklasse 40°C bis 45°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,7,28,STAT_ZEIT_TEMP_TOTAL_8_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 45°C to 50°C with main contactors open and closed,Zeit in Temperaturklasse 45°C bis 50°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,8,32,STAT_ZEIT_TEMP_TOTAL_9_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 50°C to 60°C with main contactors open and closed,Zeit in Temperaturklasse 50°C bis 60°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,9,36,STAT_ZEIT_TEMP_TOTAL_10_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 60°C to 199°C with main contactors open and closed,Zeit in Temperaturklasse 60°C bis 199°C bei geöffneten und geschlossenen Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,10,40,STAT_ZEIT_TEMP_HSOFFEN_1_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class < 0°C with main contactors open,Zeit in Temperaturklasse < 0°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,11,44,STAT_ZEIT_TEMP_HSOFFEN_2_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 0°C to 10°C with main contactors open,Zeit in Temperaturklasse 0°C bis 10°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,12,48,STAT_ZEIT_TEMP_HSOFFEN_3_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 10°C to 20°C with main contactors open,Zeit in Temperaturklasse 10°C bis 20°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,13,52,STAT_ZEIT_TEMP_HSOFFEN_4_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 20°C to 30°C with main contactors open,Zeit in Temperaturklasse 20°C bis 30°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,14,56,STAT_ZEIT_TEMP_HSOFFEN_5_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 30°C to 35°C with main contactors open,Zeit in Temperaturklasse 30°C bis 35°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,15,60,STAT_ZEIT_TEMP_HSOFFEN_6_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 35°C to 40°C with main contactors open,Zeit in Temperaturklasse 35°C bis 40°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,16,64,STAT_ZEIT_TEMP_HSOFFEN_7_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 40°C to 45°C with main contactors open,Zeit in Temperaturklasse 40°C bis 45°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,17,68,STAT_ZEIT_TEMP_HSOFFEN_8_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 45°C to 50°C with main contactors open,Zeit in Temperaturklasse 45°C bis 50°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,18,72,STAT_ZEIT_TEMP_HSOFFEN_9_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 50°C to 60°C with main contactors open,Zeit in Temperaturklasse 50°C bis 60°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD90,22,ZEIT_TEMP_HISTOGRAMM,result,,19,76,STAT_ZEIT_TEMP_HSOFFEN_10_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time in temperature class 60°C to 199°C with main contactors open,Zeit in Temperaturklasse 60°C bis 199°C bei geöffneten Hauptschaltern
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,0,0,STAT_ZEIT_SOC_1_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 1 (0% <= x < 10%),Zeit seit Einbau in SOC-Klasse 1 (0% <= x < 10%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,1,4,STAT_ZEIT_SOC_2_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 2 (10% <= x < 20%),Zeit seit Einbau in SOC-Klasse 2 (10% <= x < 20%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,2,8,STAT_ZEIT_SOC_3_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 3 (20% <= x < 30%),Zeit seit Einbau in SOC-Klasse 3 (20% <= x < 30%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,3,12,STAT_ZEIT_SOC_4_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 4 (30% <= x < 40%),Zeit seit Einbau in SOC-Klasse 4 (30% <= x < 40%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,4,16,STAT_ZEIT_SOC_5_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 5 (40% <= x < 50%),Zeit seit Einbau in SOC-Klasse 5 (40% <= x < 50%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,5,20,STAT_ZEIT_SOC_6_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 6 (50% <= x < 60%),Zeit seit Einbau in SOC-Klasse 6 (50% <= x < 60%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,6,24,STAT_ZEIT_SOC_7_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 7 (60% <= x < 70%),Zeit seit Einbau in SOC-Klasse 7 (60% <= x < 70%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,7,28,STAT_ZEIT_SOC_8_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 8 (70% <= x < 80%),Zeit seit Einbau in SOC-Klasse 8 (70% <= x < 80%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,8,32,STAT_ZEIT_SOC_9_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 9 (80% <= x < 90%),Zeit seit Einbau in SOC-Klasse 9 (80% <= x < 90%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD91,22,ZEIT_SOC_KLASSE,result,,9,36,STAT_ZEIT_SOC_10_WERT,unsigned long,min,1.0,1.0,0.0,,,,,Time since installation in SOC class 10 (90% <= x < 101%),Zeit seit Einbau in SOC-Klasse 10 (90% <= x < 101%)
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,0,0,STAT_HV_BATT_HIST_SOC1_T1_I1_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C. Current < -160 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C. Strom < -160 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,1,4,STAT_HV_BATT_HIST_SOC1_T1_I2_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  -160 A < Current < -80 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  -160 A < Strom < -80 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,2,8,STAT_HV_BATT_HIST_SOC1_T1_I3_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  -80 A < Current < -40 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  -80 A < Strom < -40 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,3,12,STAT_HV_BATT_HIST_SOC1_T1_I4_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  -40 A < Current < -10 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  -40 A < Strom < -10 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,4,16,STAT_HV_BATT_HIST_SOC1_T1_I5_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  -10 A < Current < 0 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  -10 A < Strom < 0 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,5,20,STAT_HV_BATT_HIST_SOC1_T1_I6_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  0 A < Current < 10 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  0 A < Strom < 10 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,6,24,STAT_HV_BATT_HIST_SOC1_T1_I7_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  10 A < Current < 40 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  10 A < Strom < 40 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,7,28,STAT_HV_BATT_HIST_SOC1_T1_I8_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  40 A < Current < 80 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  40 A < Strom < 80 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,8,32,STAT_HV_BATT_HIST_SOC1_T1_I9_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  80 A < Current < 140 A,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  80 A < Strom < 140 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,9,36,STAT_HV_BATT_HIST_SOC1_T1_I10_WERT,unsigned long,,1.0,1.0,0.0,,,,,Number of cycles at SoC < 10 %. Temperature < 10°C.  140 A < Current,Anzahl der Zyklen bei SoC < 10 %. Temperatur < 10°C.  140 A < Strom
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,10,40,STAT_HV_BATT_HIST_SOC2_T1_I1_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. current < -160 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C. Strom < -160 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,11,44,STAT_HV_BATT_HIST_SOC2_T1_I2_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. -160 A < current < -80 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  -160 A < Strom < -80 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,12,48,STAT_HV_BATT_HIST_SOC2_T1_I3_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. -80 A < current < -40 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  -80 A < Strom < -40 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,13,52,STAT_HV_BATT_HIST_SOC2_T1_I4_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. -40 A < current < -10 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  -40 A < Strom < -10 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,14,56,STAT_HV_BATT_HIST_SOC2_T1_I5_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. -10 A < current < 0 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  -10 A < Strom < 0 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,15,60,STAT_HV_BATT_HIST_SOC2_T1_I6_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. 0 A < current < 10 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  0 A < Strom < 10 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,16,64,STAT_HV_BATT_HIST_SOC2_T1_I7_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. 10 A < current < 40 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  10 A < Strom < 40 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,17,68,STAT_HV_BATT_HIST_SOC2_T1_I8_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. 40 A < current < 80 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  40 A < Strom < 80 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,18,72,STAT_HV_BATT_HIST_SOC2_T1_I9_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. 80 A < current < 140 A",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  80 A < Strom < 140 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,19,76,STAT_HV_BATT_HIST_SOC2_T1_I10_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 10% < SoC < 20%, temperature < 10°C. 140 A < current",Anzahl der Zyklen bei 10 % < SoC < 20 %. Temperatur < 10°C.  140 A < Strom
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,20,80,STAT_HV_BATT_HIST_SOC3_T1_I1_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. current < -160 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C. Strom < -160 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,21,84,STAT_HV_BATT_HIST_SOC3_T1_I2_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. -160 A < current < -80 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C.  -160 A < Strom < -80 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,22,88,STAT_HV_BATT_HIST_SOC3_T1_I3_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. -80 A < current < -40 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C.  -80 A < Strom < -40 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,23,92,STAT_HV_BATT_HIST_SOC3_T1_I4_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. -40 A < current < -10 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C.  -40 A < Strom < -10 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,24,96,STAT_HV_BATT_HIST_SOC3_T1_I5_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. -10 A < current < 0 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C.  -10 A < Strom < 0 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,25,100,STAT_HV_BATT_HIST_SOC3_T1_I6_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. 0 A < current < 10 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C.  0 A < Strom < 10 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,26,104,STAT_HV_BATT_HIST_SOC3_T1_I7_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. 10 A < current < 40 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C.  10 A < Strom < 40 A
"BMW ActiveE (E82, ""BEV10"")",SME,0xDD94,22,HV_BATT_HIST_SOC_T1,result,,27,108,STAT_HV_BATT_HIST_SOC3_T1_I8_WERT,unsigned long,,1.0,1.0,0.0,,,,,"Number of cycles at 20% < SoC < 30%, temperature < 10°C. 40 A < current < 80 A",Anzahl der Zyklen bei 20 % < SoC < 30 %. Temperatur < 10°C.  40 A < Strom < 80 A
